Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Derribos,Derribos,Derribos,Derribos,Derribos,Desafíos,Desafíos,Desafíos,Desafíos,Bloqueos,Bloqueos,Bloqueos,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
16,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,32,1985,32.5,38,24,26,12,0,15,32,46.9,17,42,26,16,65,103,221,1,Partidos
17,Claud Adjapong,it ITA,"DF,DL",Sassuolo,it Serie A,19,1998,13.6,35,26,24,5,6,11,13,84.6,2,16,3,13,23,58,37,0,Partidos
18,René Adler,de GER,PO,Mainz 05,de Bundesliga,32,1985,14.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,8,1,Partidos
19,Yacine Adli,fr FRA,DL,Paris S-G,fr Ligue 1,17,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Partidos
20,Ali Adnan Kadhim,iq IRQ,"DF,DL",Udinese,it Serie A,23,1993,18.6,54,35,35,14,5,29,50,58.0,21,31,6,25,41,95,90,0,Partidos
21,Adrián,es ESP,PO,West Ham,eng Premier League,30,1987,19.0,2,1,2,0,0,1,4,25.0,3,1,0,1,0,2,15,1,Partidos
22,Aritz Aduriz,es ESP,DL,Athletic Club,es La Liga,36,1981,23.9,11,8,2,6,3,1,6,16.7,5,6,0,6,3,14,18,0,Partidos
23,Ibrahim Afellay,nl NED,CC,Stoke City,eng Premier League,31,1986,1.8,3,3,0,3,0,1,2,50.0,1,1,0,1,1,4,1,0,Partidos
24,Benik Afobe,cd COD,DL,Bournemouth,eng Premier League,24,1993,6.8,4,3,1,2,1,1,6,16.7,5,4,0,4,0,4,6,0,Partidos
25,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,21,1996,20.3,50,33,31,17,2,32,50,64.0,18,13,7,6,41,91,66,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Partidos
26,Imanol Agirretxe,es ESP,DL,Real Sociedad,es La Liga,30,1987,2.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Partidos
27,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,29,1988,21.8,9,6,2,6,1,2,17,11.8,15,12,1,11,6,15,3,0,Partidos
28,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,24,1993,27.3,91,50,37,41,13,36,71,50.7,35,25,3,22,37,128,90,0,Partidos
29,Matías Aguirregaray,uy URU,DF,Las Palmas,es La Liga,28,1989,12.8,26,20,12,12,2,12,32,37.5,20,13,1,12,24,50,25,0,Partidos
30,Jean-Eudes Aholou,ci CIV,CC,Strasbourg,fr Ligue 1,23,1994,33.4,70,34,32,37,1,17,55,30.9,38,29,7,22,75,145,58,1,Partidos
31,Ailton,br BRA,"DF,CC",Stuttgart,de Bundesliga,22,1995,1.2,8,5,3,5,0,4,8,50.0,4,5,0,5,2,10,5,0,Partidos
32,Youssef Aït Bennasser,ma MAR,CC,Caen,fr Ligue 1,21,1996,22.7,47,28,17,27,3,15,64,23.4,49,35,2,33,32,79,30,0,Partidos
33,Arlind Ajeti,al ALB,DF,Crotone,it Serie A,23,1993,14.1,42,23,25,14,3,18,30,60.0,12,27,15,12,34,76,82,0,Partidos
34,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,22,1995,10.0,22,15,14,8,0,15,17,88.2,2,11,4,7,7,29,43,2,Partidos
35,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,22,1995,37.3,53,32,34,16,3,22,40,55.0,18,47,24,23,48,101,246,2,Partidos
36,Ager Aketxe,es ESP,CC,Athletic Club,es La Liga,23,1993,0.4,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,0,0,Partidos
37,Chadrac Akolo,cd COD,"CC,DL",Stuttgart,de Bundesliga,22,1995,12.2,20,14,3,12,5,6,14,42.9,8,19,0,19,5,25,5,0,Partidos
38,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,22,1995,18.8,47,39,29,16,2,24,35,68.6,11,18,4,14,22,69,60,1,Partidos
39,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,25,1992,17.2,23,14,11,9,3,14,20,70.0,6,21,6,15,10,33,23,0,Partidos
40,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,24,1992,17.2,16,10,2,12,2,3,8,37.5,5,17,4,13,4,20,16,0,Partidos
41,David Alba,es ESP,DF,Getafe,es La Liga,18,1999,0.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,7,1,Partidos
42,Jordi Alba,es ESP,DF,Barcelona,es La Liga,28,1989,30.5,63,42,35,22,6,26,52,50.0,26,34,5,29,68,131,67,1,Partidos
43,Raúl Albentosa,es ESP,DF,La Coruña,es La Liga,28,1988,19.4,13,6,9,4,0,7,20,35.0,13,26,19,7,26,39,92,1,Partidos
44,Luis Alberto,es ESP,"DL,CC",Lazio,it Serie A,24,1992,29.7,39,28,8,23,8,10,44,22.7,34,30,2,28,16,55,7,0,Partidos
45,Raúl Albiol,es ESP,DF,Napoli,it Serie A,31,1985,30.5,29,19,15,14,0,13,19,68.4,6,18,13,5,32,61,129,1,Partidos
46,Miiko Albornoz,cl CHI,"DF,CC",Hannover 96,de Bundesliga,26,1990,7.8,24,20,17,4,3,11,16,68.8,5,15,2,13,5,29,23,0,Partidos
47,Marc Albrighton,eng ENG,"CC,DL",Leicester City,eng Premier League,27,1989,28.2,52,33,16,29,7,16,52,30.8,36,32,4,28,27,79,34,0,Partidos
48,Paco Alcácer,es ESP,"CC,DL",Barcelona,es La Liga,23,1993,7.7,4,3,0,2,2,0,6,0.0,6,5,0,5,11,15,3,0,Partidos
49,Pedro Alcalá,es ESP,DF,Girona,es La Liga,28,1989,7.7,9,5,5,4,0,1,3,33.3,2,7,3,4,14,23,41,0,Partidos
50,Thiago Alcántara,es ESP,"CC,DL",Bayern Munich,de Bundesliga,26,1991,13.9,45,35,11,25,9,15,26,57.7,11,22,3,19,27,72,6,1,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Partidos
51,David Alcibiade,fr FRA,DF,Nantes,fr Ligue 1,25,1991,2.3,9,5,5,3,1,2,4,50.0,2,5,3,2,7,16,8,0,Partidos
52,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,28,1989,13.1,19,13,7,11,1,8,15,53.3,7,11,5,6,4,23,55,0,Partidos
53,Steve Aldo One,cm CMR,DF,La Coruña,es La Liga,22,1995,1.0,1,0,0,1,0,0,0,,0,0,0,0,0,1,7,0,Partidos
54,Álex Alegría,es ESP,DL,Levante,es La Liga,24,1992,7.0,8,5,1,3,4,2,6,33.3,4,7,0,7,4,12,9,0,Partidos
55,Iván Alejo,es ESP,"CC,DL",Eibar,es La Liga,22,1995,12.2,20,16,4,9,7,1,10,10.0,9,9,0,9,5,25,1,0,Partidos
56,Alexander,ar ARG,"CC,DL",Leganés,es La Liga,28,1988,11.8,14,11,2,11,1,2,12,16.7,10,11,0,11,22,36,4,0,Partidos
57,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,18,1998,17.5,37,25,23,9,5,22,36,61.1,14,20,5,15,28,65,46,1,Partidos
58,Alexis,es ESP,DF,Alavés,es La Liga,31,1985,24.3,33,24,24,7,2,20,45,44.4,25,28,14,14,30,63,114,3,Partidos
59,Alisson,br BRA,PO,Roma,it Serie A,24,1992,37.0,1,0,1,0,0,0,1,0.0,1,0,0,0,2,3,22,4,Partidos
60,Allan,br BRA,CC,Napoli,it Serie A,26,1991,31.7,107,68,24,65,18,36,104,34.6,68,52,3,49,28,135,16,0,Partidos
61,Joe Allen,wls WAL,CC,Stoke City,eng Premier League,27,1990,34.9,96,62,41,43,12,27,87,31.0,60,43,9,34,58,154,68,1,Partidos
62,Dele Alli,eng ENG,"CC,DL",Tottenham,eng Premier League,21,1996,32.9,46,30,15,21,10,8,34,23.5,26,33,7,26,19,65,22,1,Partidos
63,Júnior Alonso,py PAR,DF,Lille,fr Ligue 1,24,1993,30.9,58,31,36,22,0,28,50,56.0,22,26,16,10,56,114,153,1,Partidos
64,José Alonso Lara,es ESP,CC,Sevilla,es La Liga,17,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Partidos
65,Marcos Alonso,es ESP,"DF,CC",Chelsea,eng Premier League,26,1990,31.7,51,33,30,18,3,23,44,52.3,21,36,5,31,47,98,76,1,Partidos
66,Ricky Álvarez,ar ARG,CC,Sampdoria,it Serie A,29,1988,3.0,4,2,1,3,0,1,4,25.0,3,5,0,5,2,6,3,0,Partidos
67,Sergio Álvarez,es ESP,PO,Celta Vigo,es La Liga,30,1986,16.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,11,1,Partidos
68,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,22,1995,7.5,12,7,8,4,0,6,9,66.7,3,8,2,6,11,23,18,0,Partidos
69,Dani Alves,br BRA,DF,Paris S-G,fr Ligue 1,34,1983,22.9,80,57,45,27,8,33,58,56.9,25,24,3,21,28,108,21,0,Partidos
70,Ibrahim Amadou,fr FRA,"CC,DF",Lille,fr Ligue 1,24,1993,26.7,43,29,24,19,0,14,27,51.9,13,30,13,17,41,84,70,3,Partidos
71,Eloi Amagat,es ESP,CC,Girona,es La Liga,32,1985,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Partidos
72,Morgan Amalfitano,fr FRA,"CC,DL",Rennes,fr Ligue 1,32,1985,8.3,8,5,3,3,2,2,5,40.0,3,6,0,6,4,12,7,0,Partidos
73,Romain Amalfitano,fr FRA,CC,Dijon,fr Ligue 1,27,1989,30.0,59,37,18,38,3,25,69,36.2,44,29,7,22,85,144,35,2,Partidos
74,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,22,1994,5.4,8,4,7,1,0,3,7,42.9,4,7,3,4,7,15,21,1,Partidos
75,Jordi Amat,id IDN,"DF,CC",Betis,es La Liga,25,1992,22.7,32,23,15,16,1,11,24,45.8,13,14,4,10,38,70,77,2,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Partidos
76,Amath,sn SEN,"CC,DL",Getafe,es La Liga,21,1996,31.8,78,53,32,28,18,24,89,27.0,65,36,3,33,33,111,20,0,Partidos
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,23,1994,24.4,52,35,32,12,8,23,56,41.1,33,28,11,17,45,97,86,1,Partidos
78,Stephan Ambrosius,gh GHA,DF,Hamburger SV,de Bundesliga,18,1998,0.5,0,0,0,0,0,0,0,,0,2,1,1,1,1,4,0,Partidos
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,19,1998,35.0,59,43,45,10,4,22,31,71.0,9,25,7,18,45,104,127,1,Partidos
80,Nadiem Amiri,de GER,CC,Hoffenheim,de Bundesliga,20,1996,19.4,39,26,13,21,5,19,42,45.2,23,33,4,29,17,56,7,0,Partidos
81,Ethan Ampadu,wls WAL,DF,Chelsea,eng Premier League,16,2000,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,2,0,Partidos
82,Nordin Amrabat,ma MAR,DL,Watford,eng Premier League,30,1987,2.2,6,3,1,5,0,1,3,33.3,2,1,0,1,0,6,2,0,Partidos
83,Nordin Amrabat,ma MAR,"DL,CC",Leganés,es La Liga,30,1987,18.0,19,10,5,10,4,5,17,29.4,12,13,0,13,5,24,2,0,Partidos
84,Jon Ander Serantes,es ESP,PO,Leganés,es La Liga,27,1989,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Partidos
85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,21,1996,6.1,8,3,6,2,0,4,4,100.0,0,6,4,2,9,17,41,1,Partidos
86,Felipe Anderson,br BRA,"DL,CC",Lazio,it Serie A,24,1993,12.9,34,21,7,11,16,6,35,17.1,29,17,0,17,11,45,8,1,Partidos
87,Florin Andone,ro ROU,DL,La Coruña,es La Liga,24,1993,18.2,9,7,4,4,1,4,17,23.5,13,9,2,7,3,12,12,0,Partidos
88,Nícolas Andrade,br BRA,PO,Hellas Verona,it Serie A,29,1988,36.0,2,1,2,0,0,1,4,25.0,3,2,0,2,2,4,16,7,Partidos
89,Benjamin André,fr FRA,CC,Rennes,fr Ligue 1,26,1990,33.5,93,54,36,50,7,43,113,38.1,70,56,4,52,57,150,96,1,Partidos
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,31,1986,20.3,25,17,20,4,1,12,20,60.0,8,24,17,7,30,55,139,0,Partidos
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,28,1989,23.0,48,30,40,6,2,16,39,41.0,23,23,5,18,37,85,75,1,Partidos
92,Miguel Ángel Guerrero,es ESP,DL,Leganés,es La Liga,27,1990,16.0,7,5,0,2,5,1,11,9.1,10,11,0,11,9,16,16,0,Partidos
93,José Ángel,es ESP,DF,Eibar,es La Liga,27,1989,27.0,61,44,36,19,6,38,58,65.5,20,31,1,30,38,99,76,0,Partidos
94,Miguel Ángel Moyá,es ESP,PO,Real Sociedad,es La Liga,33,1984,8.5,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,7,0,Partidos
95,Miguel Ángel Rubio,es ESP,DF,Getafe,es La Liga,19,1998,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Partidos
96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28,1989,9.9,15,13,11,3,1,8,11,72.7,3,11,9,2,21,36,66,0,Partidos
97,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,30,1986,20.8,49,33,25,20,4,14,37,37.8,23,23,5,18,20,69,61,0,Partidos
98,Luca Antei,it ITA,DF,Benevento,it Serie A,25,1992,6.6,19,14,12,7,0,6,11,54.5,5,10,8,2,26,45,35,0,Partidos
99,Mirco Antenucci,it ITA,DL,SPAL,it Serie A,32,1984,28.6,16,13,6,8,2,0,21,0.0,21,14,0,14,11,27,15,0,Partidos
100,Waldemar Anton,de GER,"DF,CC",Hannover 96,de Bundesliga,21,1996,25.3,65,49,39,21,5,41,65,63.1,24,56,27,29,39,104,112,3,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Partidos
101,Luca Antonelli,it ITA,"DF,DL",Milan,it Serie A,30,1987,1.6,1,1,0,0,1,0,2,0.0,2,1,0,1,1,2,8,0,Partidos
102,Michail Antonio,jm JAM,"DL,CC",West Ham,eng Premier League,27,1990,15.0,15,9,7,6,2,4,14,28.6,10,14,0,14,13,28,16,0,Partidos
103,Mirko Antonucci,it ITA,DL,Roma,it Serie A,18,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Partidos
104,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,30,1987,31.1,58,44,42,14,2,38,74,51.4,36,31,3,28,58,116,89,1,Partidos
105,Dennis Aogo,de GER,"CC,DF",Stuttgart,de Bundesliga,30,1987,21.7,35,26,17,18,0,14,22,63.6,8,27,3,24,29,64,27,1,Partidos
106,Houssem Aouar,dz ALG,"CC,DL",Lyon,fr Ligue 1,19,1998,27.0,66,42,22,39,5,20,66,30.3,46,30,0,30,39,105,34,0,Partidos
107,Alberto Aquilani,it ITA,CC,Las Palmas,es La Liga,33,1984,14.4,33,19,13,17,3,11,31,35.5,20,20,4,16,23,56,23,0,Partidos
108,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,21,1995,23.6,56,41,19,30,7,14,47,29.8,33,26,3,23,25,81,36,0,Partidos
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,20,1997,2.1,4,2,3,1,0,1,1,100.0,0,0,0,0,5,9,8,0,Partidos
110,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,28,1989,25.6,75,61,17,50,8,33,62,53.2,29,46,5,41,48,123,27,2,Partidos
111,Luiz Araújo,br BRA,"DL,CC",Lille,fr Ligue 1,21,1996,22.4,41,31,23,17,1,10,47,21.3,37,24,0,24,16,57,11,1,Partidos
112,Sergio Araujo,ar ARG,"CC,DL",Las Palmas,es La Liga,25,1992,0.4,3,2,0,0,3,1,1,100.0,0,0,0,0,0,3,0,0,Partidos
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,26.8,38,30,24,12,2,21,40,52.5,19,21,10,11,78,116,108,2,Partidos
114,Alphonse Areola,fr FRA,PO,Paris S-G,fr Ligue 1,24,1993,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,4,Partidos
115,Scott Arfield,ca CAN,"CC,DL",Burnley,eng Premier League,28,1988,14.8,36,26,20,13,3,19,44,43.2,25,22,1,21,11,47,24,0,Partidos
116,Samuel Armenteros,se SWE,DL,Benevento,it Serie A,27,1990,4.8,4,2,1,3,0,0,3,0.0,3,1,1,0,1,5,3,0,Partidos
117,Yoël Armougom,fr FRA,"DF,CC",Caen,fr Ligue 1,19,1998,1.5,2,1,0,1,1,1,1,100.0,0,1,1,0,1,3,2,1,Partidos
118,José Arnaiz,es ESP,CC,Barcelona,es La Liga,22,1995,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Partidos
119,Marko Arnautović,at AUT,"DL,CC",West Ham,eng Premier League,28,1989,25.7,21,16,9,8,4,7,19,36.8,12,20,3,17,13,34,35,0,Partidos
120,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,23,1994,27.3,51,41,23,23,5,25,57,43.9,32,31,4,27,28,79,34,0,Partidos
121,Jann-Fiete Arp,de GER,"DL,CC",Hamburger SV,de Bundesliga,17,2000,9.4,7,5,0,3,4,1,7,14.3,6,6,0,6,2,9,7,0,Partidos
122,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,28,1989,3.0,2,2,1,1,0,1,5,20.0,4,5,3,2,6,8,8,0,Partidos
123,Kepa Arrizabalaga,es ESP,PO,Athletic Club,es La Liga,22,1994,30.0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,6,2,Partidos
124,Harry Arter,ie IRL,CC,Bournemouth,eng Premier League,27,1989,10.7,19,16,10,7,2,6,23,26.1,17,18,5,13,9,28,6,0,Partidos
125,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,2.0,2,2,2,0,0,0,1,0.0,1,2,1,1,2,4,19,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Partidos
126,Kwadwo Asamoah,gh GHA,DF,Juventus,it Serie A,28,1988,17.4,28,21,12,14,2,15,23,65.2,8,11,0,11,18,46,30,0,Partidos
127,Takuma Asano,jp JPN,"DL,CC",Stuttgart,de Bundesliga,22,1994,8.0,7,5,3,3,1,2,8,25.0,6,7,0,7,3,10,2,0,Partidos
128,Santiago Ascacíbar,ar ARG,CC,Stuttgart,de Bundesliga,20,1997,26.5,91,65,41,43,7,41,74,55.4,33,45,10,35,47,138,38,1,Partidos
129,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,28,1989,23.0,2,2,2,0,0,1,5,20.0,4,0,0,0,0,2,11,2,Partidos
130,Marco Asensio,es ESP,"DL,CC",Real Madrid,es La Liga,21,1996,20.5,26,17,7,13,6,11,26,42.3,15,15,0,15,9,35,2,0,Partidos
131,Iago Aspas,es ESP,DL,Celta Vigo,es La Liga,29,1987,32.6,26,22,10,10,6,5,34,14.7,29,15,1,14,23,49,11,1,Partidos
132,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,11.7,12,9,5,6,1,5,15,33.3,10,7,4,3,46,58,21,0,Partidos
133,Simon Asta,de GER,CC,Augsburg,de Bundesliga,16,2001,0.1,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,0,0,Partidos
134,Davide Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25.0,47,31,33,13,1,18,29,62.1,11,29,17,12,51,98,131,2,Partidos
135,Christian Atsu,gh GHA,"DL,CC",Newcastle Utd,eng Premier League,25,1992,19.8,17,16,10,7,0,7,20,35.0,13,35,5,30,13,30,27,1,Partidos
136,Pierre-Emerick Aubameyang,ga GAB,DL,Arsenal,eng Premier League,28,1989,11.7,5,4,3,2,0,1,7,14.3,6,14,1,13,3,8,7,0,Partidos
137,Pierre-Emerick Aubameyang,ga GAB,DL,Dortmund,de Bundesliga,28,1989,15.7,5,5,1,1,3,2,8,25.0,6,16,1,15,3,8,1,0,Partidos
138,Jean-Kévin Augustin,fr FRA,DL,RB Leipzig,de Bundesliga,20,1997,14.1,16,11,4,11,1,3,7,42.9,4,17,1,16,4,20,4,0,Partidos
139,Ludwig Augustinsson,se SWE,"DF,DL",Werder Bremen,de Bundesliga,23,1994,28.1,45,34,22,20,3,22,32,68.8,10,25,3,22,39,84,53,0,Partidos
140,Yann Aurel Bisseck,de GER,"DF,CC",Köln,de Bundesliga,16,2000,1.7,2,2,2,0,0,1,1,100.0,0,1,1,0,3,5,8,0,Partidos
141,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,15.9,48,27,27,13,8,11,31,35.5,20,20,1,19,31,79,54,1,Partidos
142,Charlie Austin,eng ENG,DL,Southampton,eng Premier League,28,1989,11.5,7,5,1,3,3,3,10,30.0,7,15,3,12,1,8,10,0,Partidos
143,Danilo Avelar,br BRA,DF,Amiens,fr Ligue 1,28,1989,19.2,41,33,27,9,5,14,45,31.1,31,16,7,9,37,78,83,1,Partidos
144,Felipe Avenatti,uy URU,DL,Bologna,it Serie A,24,1993,5.2,6,4,1,5,0,1,2,50.0,1,7,1,6,1,7,6,0,Partidos
145,Durel Avounou,cg CGO,"DF,CC",Caen,fr Ligue 1,19,1997,7.2,16,11,6,9,1,5,17,29.4,12,12,1,11,10,26,25,0,Partidos
146,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,16.8,43,30,33,10,0,28,40,70.0,12,18,11,7,16,59,97,0,Partidos
147,André Ayew,gh GHA,"CC,DL",West Ham,eng Premier League,27,1989,9.9,19,14,6,10,3,6,19,31.6,13,5,0,5,4,23,3,0,Partidos
148,André Ayew,gh GHA,"CC,DL",Swansea City,eng Premier League,27,1989,10.6,15,10,3,10,2,2,13,15.4,11,13,1,12,5,20,8,0,Partidos
149,Jordan Ayew,gh GHA,"DL,CC",Swansea City,eng Premier League,25,1991,31.7,82,60,20,35,27,15,54,27.8,39,43,3,40,24,106,20,1,Partidos
150,Karim Azamoum,fr FRA,CC,Troyes,fr Ligue 1,27,1990,25.0,84,57,41,37,6,27,68,39.7,41,30,11,19,26,110,61,3,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Tkl,TklG,3.º def.,3.º cent.,3.º ataq.,Tkl,Att,Tkl%,Pérdida,Bloqueos,Dis,Pases,Int,Tkl+Int,Desp.,Err,Partidos
151,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37.0,80,59,47,26,7,27,54,50.0,27,48,22,26,54,134,135,1,Partidos
152,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,12.9,41,27,29,8,4,13,35,37.1,22,13,2,11,15,56,37,1,Partidos
153,Khouma Babacar,sn SEN,DL,Fiorentina,it Serie A,24,1993,5.0,4,4,3,0,1,2,4,50.0,2,0,0,0,2,6,5,0,Partidos
154,Khouma Babacar,sn SEN,DL,Sassuolo,it Serie A,24,1993,8.3,10,6,2,4,4,2,6,33.3,4,8,0,8,3,13,1,0,Partidos
